text,nutrient,pmid,label
"Mean total consumption of vitamin A in group A was 5583 RE (18609 IU)/d (range: 4911–7296 RE/d, or 16369–24318 IU/d) and that in the trace group was 1053 RE (3511 IU)/d (range: 401–3192 RE/d, or 1338–10638 IU/d).",vitamin A,10197566,2
"Patients in group A showed an 8% increase in mean serum retinol concentration at 5 y and an 18% increase at 12 y (P < 0.001); no retinol value exceeded the upper normal limit (3.49 μmol/L, or 100 μg/dL).",vitamin A,10197566,2
Prolonged daily consumption of <7500 RE (<25000 IU) vitamin A/d can be considered safe in this age group.,vitamin A,10197566,2
"Vitamin A hepatotoxicity, typically associated with elevated concentrations of liver enzymes such as aspartate transaminase (AST) and alanine transaminase (ALT), has been documented in persons chronically supplemented with doses of vitamin A ≥7500 RE (≥25000 IU)/d.",vitamin A,10197566,2
"Only limited evidence is available to suggest that long-term supplementation with vitamin A (≤7500 RE/d, or ≤25000 IU/d) may lead to hepatotoxicity in certain individuals.",vitamin A,10197566,2
"For example, Krasinski et al suggested that elevated liver enzymes were more prevalent in elderly patients with elevated plasma retinyl esters resulting from long-term supplementation with 151–7500 RE (5000–25000 IU) vitamin A/d and that in that group plasma retinyl esters ≥380 nmol/L might indicate potential hepatotoxicity.",vitamin A,10197566,2
"Ellis et al suggested that individuals with severe hypertriacylglycerolemia (>4.5 mmol/L, or >400 mg/dL) are at greater risk of developing vitamin A toxicity.",vitamin A,10197566,3
"Because no systematic documentation exists on supervised, long-term supplementation with moderate amounts (4500–7500 RE/d, or 15000–25000 IU/d) of vitamin A, the present study was initiated to address outstanding questions concerning vitamin A supplementation for up to 12 y in adults with retinitis pigmentosa in generally good health.",vitamin A,10197566,2
"Long-term supplementation with vitamin A [4500 RE (15000 IU)/d, plus the usual dietary load] was assessed for its effect on fasting serum concentrations of retinol, retinyl esters, and triacylglycerols, as well as on the relation between serum retinyl esters and liver enzymes that signal the possibility of hepatic toxicity.",vitamin A,10197566,2
Distribution of serum retinol values in patients with retinitis pigmentosa in group A (n = 115) at year 0 and at year 3 and year 5 of supplementation with 4500 RE (15000 IU) vitamin A/d.,vitamin A,10197566,2
"Among patients in group A, serum retinol increased comparably in the subgroups with total retinol intake <6000 RE (<20000 IU)/d (ie, 4911–5999 RE/d, or 16369–19999 IU/d) and ≥6000 RE (≥20000 IU)/d (ie, 6000–7296 RE/d, or 20000–24318 IU/d), in the subgroups with serum triacylglycerols ≤2.13 and >2.13 mmol/L, and in the subgroups with daily alcohol intake ≤15 and >15 g/d (Table 2).",vitamin A,10197566,2
"We hypothesized that dose escalation of vitamin A to 50,000 or 75,000 IU/day would be both safe and more efficacious in skin cancer chemoprevention.",vitamin A,15041701,2
"One hundred and twenty-nine participants with severely sun-damaged skin on their lateral forearms were randomized to receive placebo or 25,000, 50,000, or 75,000 IU/day vitamin A for 12 months.",vitamin A,15041701,2
"Karyometric features were computed from the basal cell layer of skin biopsies, and a total of 22,600 nuclei from 113 participants were examined, showing statistically significant, dose-response effects for vitamin A at the 25,000 and 50,000 IU/day doses.",vitamin A,15041701,2
"These karyometric changes correlated with increases in retinoic acid receptor α, retinoic acid receptor β, and retinoid X receptor α at the 50,000 IU/day vitamin A dose.",vitamin A,15041701,2
"The vitamin A doses of 50,000 and 75,000 IU/day for 1 year proved safe and equally more efficacious than the 25,000 IU/day dose and can be recommended for future skin cancer chemoprevention studies.",vitamin A,15041701,2
"The International Vitamin A Consultative Group (IVACG) endorses the recommendation from a meeting organized by the World Health Organization (WHO) in February 2000 that a dose of 50,000 international units (iu) of vitamin A should be given with each of the three doses of diphtheria, pertussis and tetanus (DPT) that are recommended at (or as soon as possible after) 6, 10 and 14 wk of age (Table 1).",vitamin A,12221268,2
The rationale for this increase has three main pillars.,vitamin A,12221268,0
"First, a large multicenter trial conducted in Ghana, India and Peru showed that, although 25,000 iu of vitamin A given with each dose of DPT at ∼6, 10 and 14 wk was very safe, with only a small increase in transient side effects and no increase in other morbidity, this dosing regimen had only a marginal effect on vitamin A status at 6 mo that was not sustained to 9 mo, and it had no significant effect on morbidity.",vitamin A,12221268,2
"Second, small randomized placebo-controlled trials in Bangladesh of either 25,000 iu or 50,000 iu given with each dose of DPT at ∼6, 11 and 16 wk revealed similar absolute increases of 8–12% in the incidence of bulging fontanel for both dosages.",vitamin A,12221268,2
"A much smaller absolute increase in the incidence of bulging fontanel (0.5%) was reported from a much larger trial in Nepal that used a single 100,000-iu dose in 1- to 5-mo-olds and in the multicenter trial.",vitamin A,12221268,2
"Third, calculations of requirements indicate that even three 50,000-iu doses barely meet requirements in young breast-fed infants of deficient mothers, even if the mother receives a high-dose supplement as soon as possible after delivery.",vitamin A,12221268,2
"Although the recommendation to give 50,000 iu of vitamin A with each dose of DPT at or as soon as possible after 6, 10 and 14 wk of age should be implemented immediately, randomized controlled trials (perhaps comparing this regimen with the lower 25,000-iu three-time regimen) are recommended to study the impact of this regimen on vitamin A status and morbidity and mortality, with suitable monitoring of short-term side effects.",vitamin A,12221268,2
"Programs should also carefully consider the possibility of introducing an additional 50,000-iu dose of vitamin A given directly to newborn infants as soon as possible after birth.",vitamin A,12221268,2
"Two randomized, placebo-controlled trials in Asia have now shown this dosage to substantially reduce infant mortality.",vitamin A,12221268,1
"The first trial was carried out in infants born in a large hospital in Bandung, Indonesia, and reported a staggering 74% (95% CI = 15, 85%) lower infant mortality in the supplemented neonates.",vitamin A,12221268,1
Most of the functions of vitamin A are mediated through the binding of retinoic acid to specific nuclear receptors that regulate genomic expression.,vitamin A,10799410,0
Recent experimental work in transgenic mice showed clearly that normal embryonic development depends on the correct spatial and temporal expression of the receptors in the differentiating cells and on the binding of specific forms of retinoic acid.,vitamin A,10799410,0
"This implies that the parent compound, vitamin A, is available in adequate forms and quantities.",vitamin A,10799410,0
Excessive dietary intake of vitamin A has been associated with teratogenicity in humans in <20 reported cases over 30 y.,vitamin A,10799410,1
"However, caution must be exercised to avoid unnecessary supplementation of women of childbearing age.",vitamin A,10799410,3
Hypovitaminosis A affects millions of women and children worldwide.,vitamin A,10799410,1
The main consequence of a poor vitamin A supply during pregnancy is a low vitamin A status at birth and in the next few months.,vitamin A,10799410,3
"Vitamin A deficiency is strongly associated with depressed immune function and higher morbidity and mortality due to infectious diseases such as diarrhea, measles, and respiratory infections.",vitamin A,10799410,1
Vitamin A deficiency is often associated with an increased mother-to-child transmission of HIV-1.,vitamin A,10799410,3
Vitamin A is an essential micronutrient whose role in visual function has been known for thousands of years.,vitamin A,10799410,0
"The role vitamin A plays in other basic physiologic processes, such as growth, reproduction, immunity, and epithelial tissue maintenance, has been known for a long time but is only partially understood.",vitamin A,10799410,0
"Vitamin A is essential throughout the entire life span, yet its influence is particularly critical during periods when cells proliferate rapidly and differentiate, such as during pregnancy and early childhood.",vitamin A,10799410,3
"This review focuses on the metabolism and functions of vitamin A during the periconceptional period, pregnancy, and early childhood.",vitamin A,10799410,3
The consequences on health of inadequate vitamin A status or supply are also discussed.,vitamin A,10799410,1
Vitamin A exerts its functions through oxidized metabolites of retinol.,vitamin A,10799410,0
"The first metabolite, retinaldehyde, constitutes the heme of the visual pigment, the rhodopsin, whose light-induced isomerization triggers a phototransduction cascade that ends with a signal transmission to neurons of the optical nerves.",vitamin A,10799410,0
"The second metabolite, retinoic acid, is a lipid-soluble hormone that controls gene transcription through receptor-mediated events.",vitamin A,10799410,0
The prescription of supplemental vitamin A has been reported to induce intracranial hypertension.,vitamin A,10799410,1
"A bulging fontanelle is often reported in infants and young children, yet such an outcome remains limited and should not prevent the administration of doses ≤50 000 IU [15 000 retinol equivalents (RE)] to neonates when vitamin A status is critically low at birth or later.",vitamin A,10799410,2
Other symptoms related to chronic hypervitaminosis A are observed after supplementation with low to moderate doses of vitamin A on a regular basis over a long period of time.,vitamin A,10799410,1
"This may induce severe, yet usually reversible liver damage.",vitamin A,10799410,1
"Teratogenesis of high vitamin A intakes has been reported in several animal species, as reviewed by Hathcock et al.",vitamin A,10799410,3
"The pattern of birth defects sometimes called retinoic acid syndrome includes central nervous system, craniofacial, cardiovascular, and thymus malformations.",vitamin A,10799410,3
"Similar abnormalities were observed in humans when pregnancies occurred during therapeutic treatment with retinoic acid, especially 13-cis-retinoic acid.",vitamin A,10799410,3
Up to 20 case reports of the relation between a high vitamin A intake and an adverse pregnancy outcome in humans were published in the past 30 y.,vitamin A,10799410,3
Only one prospective study has been conducted to date and the results of this study are clearly inconsistent with those of the retrospective studies.,vitamin A,10799410,0
"The prospective study showed that an intake exceeding 10 000 IU (3000 RE) vitamin A significantly increased the risk of malformations (prevalence ratio: 4.8; 95% CI: 2.2, 10.5).",vitamin A,10799410,2
A clinical trial was carried out in Hungary in which a supplement of 6000 IU (1800 RE) vitamin A did not increase the incidence of fetal malformations.,vitamin A,10799410,2
"Thus, the teratogenicity of high vitamin A intakes during pregnancy remains unclear and it is unlikely that new findings will shed light on this issue over the next few years.",vitamin A,10799410,3
"Human clinical trials are not ethically possible, so we must rely on those already performed, on forthcoming epidemiologic trials, and on our knowledge of vitamin A metabolism and functions, which is largely derived from animal studies.",vitamin A,10799410,0
"This information clearly shows that the teratogenicity of vitamin A is biologically and physiologically possible, yet its real occurrence in humans seems limited.",vitamin A,10799410,3
One drawback in all human studies is that the specific effects of vitamin A intake cannot be determined.,vitamin A,10799410,0
"Most of the information comes from the use of supplements or, at best, supplemented foods, that are taken on a regular basis and in moderate doses.",vitamin A,10799410,0
"However, data from animal studies clearly show that one single, high dose of vitamin A can be teratogenic, provided it is given at a critical period of embryonic development.",vitamin A,10799410,3
"Such information is not available today in humans; thus, any attempt to establish a safe threshold of vitamin A consumption during the early period of human pregnancy would be hazardous.",vitamin A,10799410,3
More recent studies in RAR and RXR null mutant mice clearly confirm the role of vitamin A in embryonic development.,vitamin A,10799410,3
"Interestingly, a study in rats showed that retinol is required during midgestation for neonatal survival.",vitamin A,10799410,3
"In the absence of retinol, the pups exhibited a lethal failure in lung development.",vitamin A,10799410,3
This seems similar to the respiratory distress syndrome observed in premature infants whose vitamin A status is often deficient.,vitamin A,10799410,3
Severe vitamin A deficiency is also responsible for abnormal spermatogenesis in animals.,vitamin A,10799410,1
"In light of these findings, a higher incidence of malformed babies would be expected in areas of endemic vitamin A deficiency, but this is not the case.",vitamin A,10799410,3
"Although this apparent discrepancy may arise from the failure to report birth defects in these countries, the number of reported cases remains surprisingly low.",vitamin A,10799410,0
The few cases reported occurred in India.,vitamin A,10799410,0
"One study reported 15 cases of microphthalmia or anophthalmia over a 10-y period, which is not considerably excessive.",vitamin A,10799410,0
Recent studies in Asia have shown that pregnant and breast-feeding women in poor populations can have a very high prevalence of night blindness and biochemical vitamin A deficiency.,vitamin A,10799410,3
This is likely to be harmful both to the woman and to her infant and argues for considering providing prophylactic vitamin A supplements to pregnant and breast-feeding women or even to all women of childbearing age (13–49 y).,vitamin A,10799410,3
High doses of vitamin A should not be given to women within this age range who could be pregnant because of the risk of teratogenic effects in the fetus.,vitamin A,10799410,3
"There is strong evidence, however, that a vitamin A dose of up to 10,000 iu given daily, or a dose of up to 25,000 iu given weekly, is safe.",vitamin A,10799410,2
"One randomized placebo-controlled trial in Nepal of ∼23,000 iu of vitamin A given every week to all married women of childbearing age has reported a very substantial 40% (95% CI = 3, 63%) reduction in maternal mortality related to pregnancy.",vitamin A,10799410,3
"Further efficacy trials of this intervention are in progress in Bangladesh and Ghana, and IVACG should be in a position to issue a specific recommendation on whether pregnant women (or all women of childbearing age) living in areas where vitamin A deficiency is a public health problem should receive prophylactic vitamin A supplementation as soon as these two trials report their results.",vitamin A,10799410,3
Studies in animals indicate that natural forms of vitamin A are teratogenic.,vitamin A,7477116,3
"Synthetic retinoids chemically similar to vitamin A cause birth defects in humans; as in animals, the defects appear to affect tissues derived from the cranial neural crest.",vitamin A,7477116,3
"Between October 1984 and June 1987, we identified 22,748 pregnant women when they underwent screening either by measurement of maternal serum alpha-fetoprotein or by amniocentesis.",vitamin A,7477116,0
"Nurse interviewers obtained information on the women's diet, medications, and illnesses during the first trimester of pregnancy, as well as information on their family and medical history and exposure to environmental agents.",vitamin A,7477116,0
We obtained information on the outcomes of pregnancy from the obstetricians who delivered the babies or from the women themselves.,vitamin A,7477116,0
"Of the 22,748 women, 339 had babies with birth defects; 121 of these babies had defects occurring in sites that originated in the cranial neural crest.",vitamin A,7477116,3
"For defects associated with cranial-neural-crest tissue, the ratio of the prevalence among the babies born to women who consumed more than 15,000 IU of preformed vitamin A per day from food and supplements to the prevalence among the babies whose mothers consumed 5000 IU or less per day was 3.5 (95 percent confidence interval, 1.7 to 7.3).",vitamin A,7477116,2
"For vitamin A from supplements alone, the ratio of the prevalence among the babies born to women who consumed more than 10,000 IU per day to that among the babies whose mothers consumed 5000 IU or less per day was 4.8 (95 percent confidence interval, 2.2 to 10.5).",vitamin A,7477116,2
"Using a smoothed regression curve, we found an apparent threshold near 10,000 IU per day of supplemental vitamin A.",vitamin A,7477116,2
The increased frequency of defects was concentrated among the babies born to women who had consumed high levels of vitamin A before the seventh week of gestation.,vitamin A,7477116,3
High dietary intake of preformed vitamin A appears to be teratogenic.,vitamin A,7477116,3
"Among the babies born to women who took more than 10,000 IU of preformed vitamin A per day in the form of supplements, we estimate that about 1 infant in 57 had a malformation attributable to the supplement.",vitamin A,7477116,2
"In humans, isotretinoin, a synthetic retinoid used in the treatment of severe acne, causes congenital fetal anomalies.",vitamin A,7477116,3
"Lammer et al. estimated that, with fetal exposure to isotretinoin, the risk of a malformation was 25 times greater than normal.",vitamin A,7477116,3
"As in the studies in animals, a specific group of malformations (“retinoic acid embryopathy”), including those of craniofacial, cardiac, thymic, and central nervous system structures, appears to be involved.",vitamin A,7477116,3
Vitamin A supplementation improved height by 0.10 cm/4 mo in children aged <24 mo and by 0.22 cm/4 mo in children aged ≥24 mo.,vitamin A,10648265,4
The vitamin A–supplemented children with an initial serum retinol concentration <0.35 μmol/L gained 0.39 cm/4 mo more in height and 152 g/4 mo more in weight than did the placebo group.,vitamin A,10648265,2
No growth response to vitamin A was found among children with an initial serum retinol concentration ≥0.35 μmol/L.,vitamin A,10648265,2
"In breast-fed children, vitamin A supplementation improved linear growth by ≈0.21 cm/4 mo among children aged ≥24 mo, but had no significant effect on the growth of children aged <24 mo.",vitamin A,10648265,3
High-dose vitamin A supplementation improves the linear growth of children with very low serum retinol and the effect is modified by age and breast-feeding.,vitamin A,10648265,3
"There are theoretical reasons why they may also be effective for acute lower respiratory tract infections (LRTIs), also very common in children, especially in low‐income countries.",vitamin A,18254093,4
To assess the effectiveness and safety of vitamin A for preventing acute LRTIs in children up to seven years of age.,vitamin A,18254093,4
"Accordingly, vitamin A should not be given to all children to prevent acute LRTIs.",vitamin A,18254093,4
"Two studies reported that vitamin A significantly reduced the incidence of acute LRTI in children with poor nutritional status or weight, but increased the incidence in healthy children.",vitamin A,18254093,4
"When analysed by age group, vitamin A levels were lower in adolescents and adults with CF compared with controls, but not significantly different in children.",vitamin A,15463900,4
"In children and adolescents, there was an interaction between control status and age such that vitamin A level increased with age in control subjects to a greater degree than in CF subjects (Fig. 1).",vitamin A,15463900,4
"In the CF group, 30.8% (12/39) children, 44.5% (20/45) adolescents and 55.6% (30/54) adults had a low level of vitamin A.",vitamin A,15463900,4
"In the control group, 16.0% (4/25) children, 3.1% (2/65) adolescents and 20.8% (10/48) adults had low levels.",vitamin A,15463900,4
"The proportion of subjects with low vitamin A was different according to age group in the control subjects (p = 0.01), but similar in the CF group (p = 0.06).",vitamin A,15463900,4
"In children, prevalence of low vitamin A was similar in the control and CF groups (p = 0.18) but prevalence was increased in adolescents (p < 0.0001) and adults (p = 0.0003) with CF compared with controls.",vitamin A,15463900,4
"There was no difference in height z-score between those with low vitamin A and those with vitamin A in the normal range (–0.35 ± 0.91 vs. –0.55 ± 1.13, p = 0.27).",vitamin A,15463900,4
"There were no gender differences in FEV1, weight z-score or CRP in those with low vitamin A vs. those with levels in the normal range.",vitamin A,15463900,4
"Lumbar spine BMD z-score was lower in male subjects with low vitamin A (n = 30) vs. those with normal levels (n = 42) (–1.53 ± 1.44 vs. –0.58 ± 1.42, p = 0.009), but no different in females with low (n = 32) vs. normal (n = 34) vitamin A levels (–0.66 ± 1.03 vs. –0.43 ± 0.99, p = 0.88).",vitamin A,15463900,4
Thus the difference in bone mineral density was attributable mainly to the male group.,vitamin A,15463900,4
"Lumbar spine BMD z-score was similar in males and females with normal vitamin A levels (p = 0.96), but lower in males than in females in those with low levels (p = 0.03).",vitamin A,15463900,4
"On average, females did not meet the RDA for iron and calcium, whereas males did not meet the RDA for vitamin A and folate.",vitamin A,29160809,4
The mortality rate ratio (MRR) comparing VAS versus placebo recipients was 0.91 (95% CI 0.59–1.41) and differed significantly between boys (MRR 1.92 [0.98–3.75]) and girls (MRR 0.45 [0.24–0.87]) (P = .003 for interaction between VAS and gender).,vitamin A,25136048,4
"VAS had no overall effect, but the effect differed significantly by gender.",vitamin A,25136048,4
"Males had significantly lower mean cord serum vitamin A values than females (P < 0.001), and the prevalence of low serum vitamin A (below 20 micrograms/dl) was higher in male neonates than female ones (35 and 21 per cent, respectively).",vitamin A,2585583,4
Serum retinol values increased gradually with birth weight.,vitamin A,2585583,4
Children with a high burden of respiratory infections or high vitamin A intakes benefited less from vitamin A supplementation for their linear growth than children with a low burden of respiratory infections and low vitamin A intakes.,vitamin A,15220940,4
"Finally, there was no benefit for linear growth from vitamin A supplementation in children with both a high burden of respiratory infections and high vitamin A intakes regardless of the season.",vitamin A,15220940,4
"In children who were vitamin A deficient at baseline, adjusted mean weight and mid-upper arm circumference (MUAC) increments were higher in the vitamin A–supplemented group than in the control group [annual increment in weight and MUAC in vitamin A vs. control group: 2.088 vs. 1.179 kg (P = 0.029) and 2.24 vs. 0.95 cm (P = 0.012), respectively], whereas growth increment did not differ between the dewormed group and the control group.",vitamin A,9687551,4
"In children who were not vitamin A deficient at baseline, growth increment did not differ between the vitamin A–supplemented and control groups, whereas weight gain was lower in the dewormed group than in the control group.",vitamin A,9687551,4
"Vitamin A–supplemented boys gained more weight and height than control boys, whereas vitamin A–supplemented girls gained less height than control girls.",vitamin A,9687551,4
"In south India (Ramakrishnan et al. 1995), annual growth increments after vitamin A supplementation were not significantly different in male and female children.",vitamin A,9687551,4
Reasons that explain gender differences in growth increment after vitamin A dosing remain unclear.,vitamin A,9687551,4
It could also be explained in part by environmental factors such as sex-related differences in dietary intake of vitamin A (Brown et al. 1982).,vitamin A,9687551,4
"However, at the start of our study, vitamin A status, as assessed by serum retinol concentration, was not significantly different in male and female children.",vitamin A,9687551,4
"Subsequently, this feedback loop alters changes in extracellular L-ascorbic acid (LAA) levels. Interestingly, LAA affects ROS homeostasis through the Nrf2/NQO1 pathway, specifically influencing angiogenesis in BC and HUVECs, while having no significant effect on their proliferation or EMT process.",vitamin C,40355947,1
"In the intervention group, patients received vitamin C perioperatively by intravenous route for 2 days, and oral vitamin C for 38 days postoperatively.",vitamin C,40355782,2
"Significant reduction of subjective pain levels and lower analgesic consumption was found in patients who received vitamin C, suggesting that it should be considered as an adjuvant agent for analgesia in patients with hip fracture.",vitamin C,40355782,1
"Four nutrient patterns were extracted: the 'carbohydrate-vitamin B1 pattern', the 'vitamin A-vitamin C pattern', the 'unsaturated fatty acid-vitamin E pattern', and the 'cholesterol pattern'.",vitamin C,40355328,0
"Ce(5)Fe(5)-MOF were applied for detection of ascorbic acid (AA) and degradation of phenol with its OXD-like and POD-like activities, respectively.",vitamin C,40354734,0
"The other is the concentration of vitamin D, which raises calcium absorption and causes kidney stones to form.",vitamin D,40353475,1
"Participants had insufficient intakes of several key nutrients below the DRI, including ... vitamin C (51 mg; CI: 41-61), vitamin D (4 mcg; CI: 3-5).",vitamin C,40352260,2
"The intake levels of ... vitamin A, vitamin C, calcium, and magnesium were less than 70% of the Korean Dietary Reference Intake.",vitamin C,40351377,2
"...and preserved essential nutrients like ascorbic acid, all while minimizing weight loss.",vitamin C,40350123,0
"...we tested how commonly used compounds including ibuprofen, acetylsalicylic acid, vitamin C, caffeine and others, affect immunoproteasome expression.",vitamin C,40349826,1
"Antioxidants increased blood levels of alpha-tocopherol, vitamin C, lipid- and water-soluble antioxidants and glutathione peroxidase (GPx) activity.",Vitamin C,40342859,1
"The new EULAR/ACR classification criteria for CNO require typical radiographic or magnetic resonance imaging findings and bone pain as an obligatory entry criterion and exclusion criteria of malignancy, infection, vitamin C deficiency, and hypophosphatasia.",Vitamin C,40342207,1
"Dietary nutrient intake was generally slightly lower in patients with UC than in the controls, including energy, protein, dietary fiber, vitamin D, vitamin E, vitamin B1, vitamin B2, vitamin C, folic acid, fat, monosaturated fatty acids, and n-3 fatty acids.",Vitamin C,40340667,1
The synthesized nanomaterial was further examined for its selective and sensitive ascorbic acid (ASA) sensing...,vitamin C,40335880,0
"Interestingly, LAA affects ROS homeostasis through the Nrf2/NQO1 pathway, specifically influencing angiogenesis in BC and HUVECs...",vitamin C,40355947,1
"The other is the concentration of vitamin D, which raises calcium absorption and causes kidney stones to form.",vitamin D,40353475,1
"From the Phytochemical-based literature survey, Rubicodifolin, L-ascorbic acid, Thymoquinone, etc, show promising activity in managing kidney stone.",vitamin C,40353475,1
Pretreatment with DCPTA reduced stomatal restriction by maintaining water transfer to the leaf through maintaining root physiological activity via enhanced ascorbate-glutathione cycle.,vitamin C,40332349,0
"Due to its antioxidant properties, ascorbic acid may be a promising ally in the treatment of acne.",vitamin C,40331933,1
"Nutrients that were >/= 30% higher than the recommended RDA/AI were carbohydrates, sodium, vitamin A, and vitamin C in the first survey window...",vitamin C,40331044,2
"...and dietary fibre, potassium, vitamin C, and vitamin D in the third survey window.",vitamin C,40331044,2
"The patient was treated with supplementary oxygen, non-invasive respiratory support, methylene blue and ascorbic acid.",vitamin C,40330898,1
"Participants had insufficient intakes of several key nutrients below the DRI, including ... vitamin C (51 mg; CI: 41-61), vitamin D (4 mcg; CI: 3-5).",vitamin C,40352260,2
Nutrients that were >/= 30% lower than the RDA/AI were ... vitamin C and vitamin D in the third survey window.,vitamin C,40331044,2
"Au nanoflowers (AuNFs) were prepared using the l-ascorbic acid reduction method, and the surface of AuNFs was modified with FA-SH and SH-beta-CD through gold-sulfur bonds.",vitamin C,40329605,0
"Subsequently, this feedback loop alters changes in extracellular L-ascorbic acid (LAA) levels. Interestingly, LAA affects ROS homeostasis through the Nrf2/NQO1 pathway, specifically influencing angiogenesis in BC and HUVECs, while having no significant effect on their proliferation or EMT process.",vitamin C,40355947,1
"The 1,1-diphenyl-2-picrylhydrazyl radical-scavenging activity revealed significant antioxidant activity (EC(50)% = 0.6 mg/mL). Aspirin administration caused severe injuries with linear hemorrhagic lesions. The treatment with T. nivea extract ameliorates gastric mucosal structure. The aspirin treatment caused significant increase of alanine aminotransferase and aspartate aminotransferase activities. In curative objective, T. nivea extract significantly corrected the disturbance of liver parameters. Rats given aspirin showed altered liver architecture, apoptosis, and inflammation; in contrast, sections of liver tissue in the rats treated with T. nivea extract at 25 mg/(kg.day) after aspirin administration showed normal liver architecture. A normal architecture was restored once the treatment dose was increased to 50 mg/kg. After 14 days of treatment with 100 mg/(kg.day) of T. nivea extract, aspirin disruptions completely collapse with development of steatosis. On contrary, one week of rat's treatment by aspirin succeed by 2 weeks without any treatment, the histological examination of the kidney showed a dilated capillary and altered Bellini tubes. Normal renal architecture was observed at a dosage of 25 mg/(kg.day) of T. nivea. Extract from T. nivea restored the renal disturbances caused by aspirin.",vitamin C,40333605,1
Data indicate that VC exerts an attenuating effect. Our findings showed the attenuating potential of VC on Pb-induced toxicity of male rats.,vitamin C,40329486,1
In vitro assays demonstrated substantial antioxidant activity of n-hexane and ethyl acetate extracts and were found to be comparable to ascorbic acid.,vitamin C,40328910,1
"Hence, we developed a xanthan gum/hydroxypropyl methylcellulose (XG/HPMC) film incorporating Dictyophora echinovolvata carbon quantum dots (DE-CQDs).",vitamin C,40328404,0
"These green-synthesized DE-CQDs are 2 nm spherical nanoparticles with good crystallinity and thermal stability, featuring functional groups such as -OH, -COOH, -NH₄⁺, and -SO₃H, which enhance hydrophilicity, solubility, and charge properties.",vitamin C,40328404,0
"The negative charge of DE-CQDs, as evidenced by zeta potential measurements, enhances their dispersibility and inhibits aggregation, thereby contributing to the film's augmented UV-blocking and water vapor transmission characteristics.",vitamin C,40328404,0
"Vitamin C (Ascorbic Acid), the antiscorbutic vitamin, cannot be synthesized by humans and other primates, and has to be obtained from diet.",vitamin C,26808119,1
Ascorbic acid is an electron donor and acts as a cofactor for fifteen mammalian enzymes.,vitamin C,26808119,0
"Deficiency of ascorbic acid produces the fatal disease scurvy, which can be cured only by the administration of vitamin C.",vitamin C,26808119,1
"In this paper, we review general aspects of vitamin C biology as it pertains to human health.",vitamin C,26808119,0
"The clinical picture is confusing in the presence of multiple vitamin deficiencies (Blanchard et al., 2014) or when atypical symptoms such as dyspnea are predominant (Kupari & Rapola, 2012).",vitamin C,26808119,1
There is not a definitive low vitamin C plasma concentration at which scurvy develops.,vitamin C,26808119,2
Studies using radiolabeled vitamin C predict that body stores in healthy humans are about 1500 mg.,vitamin C,26808119,2
"Scurvy is thought to occur when this falls below 300 mg (Hodges et al., 1971), with plasma vitamin C concentrations <10 µM.",vitamin C,26808119,2
"However, these experiments were done at a time when vitamin C measurements used colorimetric assays that detected not only vitamin C but other unknown interfering substances.",vitamin C,26808119,0
"In clinical experiments, iron absorption is increased by vitamin C but its effect on hemoglobin concentration is uncertain.",vitamin C,26808119,1
Postulated antioxidant and pro oxidant roles of vitamin C have been experimentally demonstrated but are unproven in humans.,vitamin C,26808119,1
Vitamin C is a reducing agent and may exert beneficial effects as a water soluble antioxidant.,vitamin C,26808119,1
Some antioxidant functions have been demonstrated in vitro but have not been proven in humans.,vitamin C,26808119,1
"Under certain conditions vitamin C may be a pro-oxidant, especially when it is present in pharmacologic concentrations.",vitamin C,26808119,1
Note that all actions of ascorbate are based on its ability to donate electrons.,vitamin C,26808119,0
Where electrons go determines anti-oxidant or pro-oxidant consequences.,vitamin C,26808119,0
"Vitamin C catalyzes enzymatic (Peterkofsky, 1991) post-translational modification of procollagen to produce and secrete adequate amounts of structurally normal collagen by collagen producing cells (Kivirikko & Myllyla, 1985) (Prockop & Kivirikko, 1995).",vitamin C,26808119,1
"Independent of its effects on hydroxylation, ascorbate may stimulate collagen synthesis (Geesin et al., 1988) (Sullivan et al., 1994).",vitamin C,26808119,1
"Reduced collagen cross links may be a marker of vitamin C deficiency in the guinea pig (Tsuchiya & Bates, 2003) but this may not be specific to vitamin C deficiency.",vitamin C,26808119,1
Some signs and symptoms of scurvy appear to be due to specific defects in enzyme actions where vitamin C is known to play a role.,vitamin C,26808119,1
"For example, ascorbate may act as an intracellular chemical reducing agent (antioxidant).",vitamin C,26808119,1
Mounting evidence indicates that vitamin C has the potential to be a potent anti-cancer agent when administered intravenously and in high doses (high-dose IVC).,vitamin C,34717701,1
Early phase clinical trials have confirmed safety and indicated efficacy of IVC in eradicating tumour cells of various cancer types.,vitamin C,34717701,1
"In recent years, the multi-targeting effects of vitamin C were unravelled, demonstrating a role as cancer-specific, pro-oxidative cytotoxic agent, anti-cancer epigenetic regulator and immune modulator, reversing epithelial-to-mesenchymal transition, inhibiting hypoxia and oncogenic kinase signalling and boosting immune response.",vitamin C,34717701,1
"Moreover, high-dose IVC is powerful as an adjuvant treatment for cancer, acting synergistically with many standard (chemo-) therapies, as well as a method for mitigating the toxic side-effects of chemotherapy.",vitamin C,34717701,1
"Despite the rationale and ample evidence, strong clinical data and phase III studies are lacking.",vitamin C,34717701,0
"Therefore, there is a need for more extensive awareness of the use of this highly promising, non-toxic cancer treatment in the clinical setting.",vitamin C,34717701,0
